class	supervoxel_id	root_id	group	side	type	Namiki_name	synonyms	comment	long_tract	soma_location	soma_division	neuropil	neuropilgroup	cluster	confidence_LM_1_5	x	y	z
DN	79729643049480286	720575940624766700	720575940623125628	M	DNpe020					p	brain	multi	multi	16		129774	80204	5798
DN	81279061225783482	720575940629155227	720575940606179686	L	DNpe021					p	brain	multi	multi	16		136024	83079	5798
DN	78252998932829905	720575940606179686	720575940606179686	R	DNpe021					p	brain	multi	multi	16		129319	81383	5798
DN	81208280164850344	720575940632900665	720575940615798470	L	DNpe022					p	brain	multi	multi	16		136397	83081	5798
DN	78394286177336523	720575940615798470	720575940615798470	R	DNpe022					p	brain	multi	multi	16		129395	81524	5798
DN	80153435927848801	720575940633011256	720575940616604817	L	DNpe023					p	brain	multi	multi	16		130990	76142	5798
DN	78955449424670893	720575940616604817	720575940616604817	R	DNpe023					p	brain	multi	multi	16		133072	77247	5798
DN	80434223978209278	720575940621157645	720575940617140597	L	DNpe024					p	brain	multi	multi	16		133251	78018	5798
DN	79026849094835926	720575940617140597	720575940617140597	R	DNpe024					p	brain	multi	multi	16		130681	77366	5798
DN	81208348884202436	720575940621401222	720575940611622826	L	DNpe025					p	brain	multi	multi	16		133956	77077	5798
DN	78323230439788320	720575940611622826	720575940611622826	R	DNpe025					p	brain	multi	multi	16		130499	76816	5798
DN	80292318124583032	720575940616274619	720575940616274619	L	DNpe026					p	brain	multi	multi	16		130954	77699	5798
DN	78956067832942554	720575940625184782	720575940616274619	R	DNpe026					p	brain	multi	multi	16		133045	79000	5798
DN	80362686868926340	720575940624121161	720575940608145026	L	DNpe027					p	brain	SPS_IB	PS_LAL	16		134511	80187	5798
DN	78885080747060099	720575940608145026	720575940608145026	R	DNpe027					p	brain	SPS_IB	PS_LAL	16		130678	78535	5798
DN	80151580636250050	720575940644279319	720575940611237594	L	DNpe028					p	brain	IB_SPS	PS_LAL	16		135656	81162	5798
DN	78955243266103429	720575940611237594	720575940611237594	R	DNpe028					p	brain	IB_SPS	PS_LAL	16		129997	80254	5798
DN	80997036426186372	720575940631609391	720575940630428324	L	DNpe029					p	brain	VES_SPS	VES	12		133069	83694	5798
DN	78604636629837668	720575940630428324	720575940630428324	R	DNpe029					p	brain	VES_SPS	VES	12		130530	82944	5798
DN	80997036492602928	720575940626518858	720575940617873201	L	DNpe029			previously DNpe051		p	brain	VES_GNG	VES	12		132502	83948	5798
DN	78674936654500020	720575940617873201	720575940617873201	R	DNpe029			previously DNpe051		p	brain	VES_GNG	VES	12		130997	83456	5798
DN	81137773981385953	720575940605162924	720575940605162924	L	DNpe030					p	brain	GNG_SAD	GNG	12		131988	82821	5798
DN	78676241989280332	720575940630689644	720575940605162924	R	DNpe030					p	brain	GNG_SAD	GNG	12		130625	83186	5798
DN	81701686007719952	720575940621554112	720575940621554112	L	DNpe031					p	brain	AVLP_ICL	AVLP_AMMC_WED	16		132762	82659	5798
DN	81631248544105787	720575940622843530	720575940621554112	L	DNpe031					p	brain	AVLP_ICL	AVLP_AMMC_WED	16		132156	82766	5798
DN	77760692736304255	720575940627750216	720575940621554112	R	DNpe031					p	brain	AVLP_ICL	AVLP_AMMC_WED	16		131541	82762	5798
DN	77760692736305554	720575940634750871	720575940621554112	R	DNpe031					p	brain	AVLP_ICL	AVLP_AMMC_WED	16		130822	82819	5798
DN	79942055086095644	720575940645693476	720575940617552569	L	DNpe032					p	brain	SPS_IB	PS_LAL	6		131501	75977	5798
DN	79309148705525364	720575940617552569	720575940617552569	R	DNpe032					p	brain	SPS_IB	PS_LAL	6		133586	79157	5798
DN	80363374130843639	720575940623014695	720575940619451989	L	DNpe033					p	brain	SMP_PRW	SMP_SLP	7		132542	77659	5798
DN	79167036760580952	720575940619451989	720575940619451989	R	DNpe033					p	brain	SMP_PRW	SMP_SLP	7		131580	78408	5798
DN	79521010583543217	720575940610715346	720575940608409355	L	DNpe035					p	brain	multi	multi	7		131436	77984	5798
DN	78603605770483415	720575940608409355	720575940608409355	R	DNpe035					p	brain	multi	multi	7		132447	78299	5798
DN	81348467762944538	720575940648654468	720575940647471395	L	DNpe036					p	brain	PRW_FLA	PRW_FLA	2		131278	78036	5798
DN	78041068134111763	720575940647471395	720575940647471395	R	DNpe036					p	brain	PRW_FLA	PRW_FLA	2		132693	78210	5798
DN	80645398863360437	720575940635552948	720575940623274966	L	DNpe037					p	brain	multi	multi	16		131033	77579	5798
DN	78886386551844882	720575940623274966	720575940623274966	R	DNpe037					p	brain	multi	multi	16		132983	79349	5798
DN	81700792654329141	720575940626806046	720575940607378633	L	DNpe039					p	brain	multi	multi	16		132952	78471	5798
DN	78112124072961197	720575940607378633	720575940607378633	R	DNpe039					p	brain	multi	multi	16		131212	78327	5798
DN	80856298937857418	720575940605702944	720575940605702944	L	DNpe040					p	brain	multi	multi	16		131078	77486	5798
DN	78745786233829413	720575940624801771	720575940605702944	R	DNpe040					p	brain	multi	multi	16		133280	79467	5798
DN	80292730575580382	720575940606704562	720575940606704562	L	DNpe041					p	brain	SMP_FLA	SMP_SLP	7		132612	78434	5798
DN	79096668016374076	720575940620757748	720575940606704562	R	DNpe041					p	brain	SMP_FLA	SMP_SLP	7		131462	78763	5798
DN	81701617354774514	720575940619038493	720575940615092019	L	DNpe042					p	brain	multi	multi	16		130996	78632	5798
DN	78816223697597960	720575940615092019	720575940615092019	R	DNpe042					p	brain	multi	multi	16		133099	79486	5798
DN	80574411576695221	720575940637618142	720575940623142426	L	DNpe043					p	brain	multi	multi	16		131621	78779	5798
DN	78885974033118900	720575940623142426	720575940623142426	R	DNpe043					p	brain	multi	multi	16		132729	78913	5798
DN	79591654407221452	720575940612488341	720575940612488341	L	DNpe045					p	brain	multi	multi	16		131432	78514	5798
DN	78533786648077013	720575940637341668	720575940612488341	R	DNpe045					p	brain	multi	multi	16		132466	78115	5798
DN	80855680395020220	720575940617448331	720575940617448331	L	DNpe048					p	brain	SMP	SMP_SLP	7		133135	79282	5798
DN	78603674422769301	720575940646160948	720575940617448331	R	DNpe048					p	brain	SMP	SMP_SLP	7		131262	79313	5798
DN	80997380157155297	720575940628885160	720575940615292895	L	DNpe049					p	brain	GNG_PRW	PRW_FLA	1		132987	82515	5798
DN	78675005374037754	720575940615292895	720575940615292895	R	DNpe049					p	brain	GNG_PRW	PRW_FLA	1		131266	82202	5798
DN	80574961198599064	720575940631499832	720575940624977847	L	DNpe050					p	brain	multi	multi	16		132201	82594	5798
DN	78604636428622221	720575940624977847	720575940624977847	R	DNpe050					p	brain	multi	multi	16		131649	82700	5798
DN	81278992573041121	720575940635210603	720575940635210603	L	DNpe052					p	brain	AVLP_PVLP	AVLP_AMMC_WED	16		132584	82730	5798
DN	78535710793102293	720575940635838143	720575940635210603	R	DNpe052					p	brain	AVLP_PVLP	AVLP_AMMC_WED	16		131108	82635	5798
DN	80433811460340815	720575940639242303	720575940624402173	L	DNpe053					p	brain	multi	multi	16		131608	78264	5798
DN	77618374632589286	720575940624402173	720575940624402173	R	DNpe053					p	brain	multi	multi	16		132526	77505	5798
DN	80574961400043909	720575940632379071	720575940603580960	L	DNpe054					p	brain	IPS	PS_LAL	6		134704	75503	5798
DN	80504592722391971	720575940621629578	720575940603580960	L	DNpe054					p	brain	IPS	PS_LAL	6		134772	75412	5798
DN	80434223978195895	720575940627241321	720575940603580960	L	DNpe054					p	brain	IPS	PS_LAL	6		134845	75482	5798
DN	80434223978191091	720575940633213132	720575940603580960	L	DNpe054					p	brain	IPS	PS_LAL	6		134691	75560	5798
DN	79380342150054252	720575940603580960	720575940603580960	R	DNpe054					p	brain	IPS	PS_LAL	6		129233	74777	5798
DN	79380342150085567	720575940642411917	720575940603580960	R	DNpe054					p	brain	IPS	PS_LAL	6		129132	74907	5798
DN	79380410869545035	720575940626665489	720575940603580960	R	DNpe054					p	brain	IPS	PS_LAL	6		129391	74797	5798
DN	79027055186239062	720575940640306061	720575940603580960	R	DNpe054					p	brain	IPS	PS_LAL	6		129277	74769	5798
DN	80503699235501474	720575940613558509	720575940603874784	L	DNpe055					p	brain	multi	multi	16		134121	75726	5798
DN	78955586930272238	720575940603874784	720575940603874784	R	DNpe055					p	brain	multi	multi	16		129934	76050	5798
DN	81137842700983388	720575940632472850	720575940632472850	L	DNpe056					p	brain	multi	multi	16		136650	83270	5798
DN	78252792976075838	720575940634458719	720575940632472850	R	DNpe056					p	brain	multi	multi	16		128699	81787	5798
SD	79873679340843187	720575940625101360	720575940625101360	L	DNx01	DNx01			DLV	x	brain	GNG	GNG	sensory descending	5	134408	83358	5798
SD	79521835619946889	720575940635254117	720575940625101360	R	DNx01	DNx01			DLV	x	brain	GNG	GNG	sensory descending	5	129716	82755	5798
SD	79873473182411792	720575940632644639	720575940625653029	L	DNx02	DNx02			ITD	x	brain	GNG	GNG	sensory descending	5	134920	80225	5798
SD	79873335743479904	720575940638836285	720575940625653029	L	DNx02	DNx02			ITD	x	brain	GNG	GNG	sensory descending	5	134066	78294	5798
SD	79591929486228830	720575940633816986	720575940625653029	R	DNx02	DNx02			ITD	x	brain	GNG	GNG	sensory descending	5	130361	78760	5798
SD	79591860766739913	720575940625653029	720575940625653029	R	DNx02	DNx02			ITD	x	brain	GNG	GNG	sensory descending	5	130278	78349	5798
SD	79803448035589708	720575940626522910	720575940626522910	R	labial_nerve_sensory_descending			GNG.2261		x	brain	GNG	GNG	sensory descending		133076	84869	5798
SD	80507822336450074	720575940619864596	720575940604241510	L	LN-DN1		labial_nerve_sensory_descending	GNG.4115	VTV	x	brain	GNG	GNG	sensory descending	4	133247	84854	5798
SD	78748328921298047	720575940604241510	720575940604241510	R	LN-DN1		labial_nerve_sensory_descending	GNG.2653	VTV	x	brain	GNG	GNG	sensory descending	4	129278	83924	5798
SD	80578053574981127	720575940624305812	720575940613684370	L	LN-DN2		labial_nerve_sensory_descending	GNG.3278	VTV	x	brain	GNG_SAD	GNG	sensory descending	4	133205	84815	5798
SD	79451603979573032	720575940613684370	720575940613684370	R	LN-DN2		labial_nerve_sensory_descending	GNG.3206	VTV	x	brain	GNG_FLA	GNG	sensory descending	4	129160	84058	5798
SD	79944185188810631	720575940629172218	720575940613684370	L	LN-DN2		labial_nerve_sensory_descending	GNG.3985	VTV	x	brain	GNG_SAD	GNG	sensory descending	4	133139	84930	5798
SD	78537291341318897	720575940618497616	720575940613684370	R	LN-DN2		labial_nerve_sensory_descending	GNG.2915	VTV	x	brain	GNG_FLA	GNG	sensory descending	4	129257	84014	5798
DN	80574411442473212	720575940642312136	720575940627921182	L	oviDNa	oviDNa		oviDNa_#1 (Wang 2020); oviposition descending neuron oviDNa [FBbt_00049920]		p	brain	multi	multi	7	5	131348	78960	5798
DN	78604017886333824	720575940627921182	720575940627921182	R	oviDNa	oviDNa		oviDNa_#1 (Wang 2020); oviposition descending neuron oviDNa [FBbt_00049920]		p	brain	multi	multi	7	5	132833	78722	5798
DN	79729849006144765	720575940603980256	720575940603980256	L	oviDNb	oviDNb		oviposition descending neuron oviDNb [FBbt_00049921]		p	brain	multi	multi	7	5	131441	78973	5798
DN	79026092912332158	720575940641518733	720575940603980256	R	oviDNb	oviDNb		oviposition descending neuron oviDNb [FBbt_00049921]		p	brain	multi	multi	7	5	132695	78596	5798
DN	80855955138514111	720575940646173748	720575940620625880	L	oviDNb’	oviDNa		oviDNa_#2 (Wang 2020); oviposition descending neuron oviDNa [FBbt_00049920]; oviDNb-like		p	brain	multi	multi	7	5	131310	78217	5798
DN	78392842934347441	720575940621257340	720575940620625880	R	oviDNb’	oviDNa		oviDNa_#2 (Wang 2020); oviposition descending neuron oviDNa [FBbt_00049920];  oviDNb-like		p	brain	multi	multi	7	5	132610	78661	5798
DN	80644848906131047	720575940632512156	720575940620625880	L	oviDNb’		DNpe038	oviDNb-like		p	brain	multi	multi	7		131065	79092	5798
DN	78392842934388753	720575940620625880	720575940620625880	R	oviDNb’		DNpe038	oviDNb-like		p	brain	multi	multi	7		132964	78805	5798
DN	79380204376152209	720575940621196037	720575940621196037	L	oviDNd		DNpe044	oviDN unmatched		p	brain	SMP_SIP	SMP_SLP	7		131115	78960	5798
DN	78181667982273850	720575940622040419	720575940621196037	R	oviDNd		DNpe044	oviDN unmatched		p	brain	SMP_SIP	SMP_SLP	7		132692	78426	5798
DN	80715080211624185	720575940609719250	720575940609719250	L	oviDNv		DNpe046	oviDN unmatched		p	brain	SLP_LH	SMP_SLP	7		131286	78855	5798
DN	78533580422777972	720575940632646114	720575940609719250	R	oviDNv		DNpe046	oviDN unmatched		p	brain	SLP_LH	SMP_SLP	7		132707	78503	5798
DN	79729780286718763	720575940614185366	720575940607632579	L	oviDNx		DNpe034;pMP1			p	brain	SMP	SMP_SLP	7		131348	77937	5798
DN	79518674054328729	720575940615559892	720575940607632579	R	oviDNx		DNpe034;pMP1			p	brain	SMP	SMP_SLP	7		132597	77702	5798
DN	79659205384058120	720575940614363619	720575940607632579	L	oviDNx		DNpe047			p	brain	SMP	SMP_SLP	7		131488	78812	5798
DN	78533511904162815	720575940607632579	720575940607632579	R	oviDNx		DNpe047			p	brain	SMP	SMP_SLP	7		132596	78350	5798
